Filename,Image #,Gender,Race,Confident,Egotistic,Intelligent,Kind,Responsible,Trustworthy,Aggressive,Caring,Emotional,Friendly,Sociable,Qualified
Google_1_Charlene Cordova_9_oval.jpg,711,0,1,5.8,2.87,6.27,6.87,6.73,6.8,2.13,6.13,5.4,7,5.93,0
Google_1_Latoya Hinds_17_oval.jpg,712,1,2,6.33,3.27,6.2,6.53,6.67,6.27,2.53,6.13,5.27,6.53,6.67,1
Google_1_Kevin Boren_15_oval.jpg,713,1,1,5.53,5.67,5.93,4.43,5.47,5.33,4.73,4.8,4.6,3.73,4.93,0
Google_1_Kathy Fox_3_oval.jpg,714,0,1,4.13,2.8,5.33,4.87,5.2,4.93,2.6,5.73,4.6,5.67,5.73,0
Google_1_Theresa Oshea_3_oval.jpg,715,0,1,6.53,3.13,6.53,7.07,6.73,6.6,2.53,6.13,5.93,6.73,6.93,0
Google_1_Joe Bristol_19_oval.jpg,716,1,1,6.27,4.33,6.13,6,6.13,6.2,4.6,5.4,4.67,5.6,6.2,0
Google_1_Tiffany Chipman_7_oval.jpg,717,0,1,5.27,3.93,4.67,6.33,5.53,5.87,2.67,6.2,5.47,6.4,6.67,0
Google_1_Alan Roth_9_oval.jpg,718,1,1,6.4,4.73,5.87,5.73,6.2,5.53,4.67,4.87,4.67,5.47,5.6,0
Google_1_Kara Shropshire_7_oval.jpg,719,1,1,6.4,4.8,6.87,6.07,6.33,6,4.27,5.27,4.07,5.07,5.87,1
Google_1_Debra Jankowski_7_oval.jpg,720,0,1,4.4,3.93,4.8,5.53,5.53,5.47,3.93,5,5.2,6,6.6,0
Google_1_Debbie Blackwell_11_oval.jpg,721,0,1,5.87,3.87,5.73,5.73,6,6.13,3.93,5.27,5.2,5.07,5.67,0
Google_1_Jodi Comer_5_oval.jpg,722,0,1,6.27,3.33,5.53,7.13,6.27,6.47,3.13,6.13,5.33,6,6,0
Google_1_Lola Shick_5_oval.jpg,723,0,3,4.27,4.13,6.93,5,5.86,5.87,2.87,6.07,4.33,6.27,5.47,0
Google_1_Terri Oxford_9_oval.jpg,724,0,1,6.4,3.8,6,6.33,6.73,6.4,2.93,6.53,4.93,6.13,5.93,0
Google_1_Kathy Gruber_19_oval.jpg,725,1,6,4.73,4.4,5.67,5,5.73,5.53,4.67,4.93,4.8,5.13,4.93,0
Google_1_Robert Ross_17_oval.jpg,726,1,1,5.33,3.8,6.2,5.53,4.86,5.4,3.53,5.13,4.53,6.27,5.87,0
Google_1_Lawrence Mendes_13_oval.jpg,727,1,1,7.07,3.8,6.2,6.93,5.93,6.2,4.8,5.73,5.87,6.13,6.47,0
Google_1_Tara Clow_11_oval.jpg,728,0,1,6.36,4.87,5.86,6,6.6,5.71,2.73,6.8,5.33,7.27,7,0
Google_1_Ronald Laskowski_17_oval.jpg,729,0,3,6.07,4.13,6.2,6.27,6.67,6.07,2.33,6.67,5.2,6.73,6.33,1
Google_1_Ryan Crandall_132_oval.jpg,730,1,1,7.13,4.87,6.13,6.67,6.27,6.13,4.8,5,4.27,6.33,6.13,0
Google_1_William Hoppe_3_oval.jpg,731,1,1,6.2,4.4,6.13,5.53,5.67,6.27,3.4,6,4.73,6.2,6.6,0
Google_1_Gregory Mcadoo_13_oval.jpg,732,1,2,6.53,4.8,5.87,5.8,5.87,5.67,4.53,6.13,4.53,6.4,7.13,1
Google_1_Jeffrey Watson_1_oval.jpg,733,1,1,6.07,6.07,6.6,4.33,5.6,5,4.93,4.07,4.73,3.87,4.4,0
Google_1_Ruby Shively_7_oval.jpg,734,0,1,5.07,4,5.07,5.13,4.4,4.53,3.67,5.87,5.87,5.93,6.47,0
Google_1_Randy Stanger_17_oval.jpg,735,1,1,5.93,3.93,6.36,5.93,6.21,5.93,3.36,6.57,5.07,6.21,6.29,0
Google_1_Kevin Boren_1_oval.jpg,736,1,1,6.27,4.2,6.47,6.27,6.47,6.33,3.2,7.2,5.2,6.93,7.13,1
Google_1_Hazel Muldrow_6_oval.jpg,737,1,1,5.47,4.2,5.73,4.8,6.07,5.07,3.47,5.4,4.4,4.93,4.67,0
Google_1_Gary Reader_1_oval.jpg,738,1,1,5.87,4.07,6.67,5.07,5.93,6.2,3.07,6.27,3.93,6.4,6.2,0
Google_1_Pamela Griffith_1_oval.jpg,739,0,1,5.87,3.47,5.93,5.8,6.6,5.6,3.4,5.67,4.29,5.07,5.73,0
Google_1_Michael Stoner_15_oval.jpg,740,1,1,5.07,6,4.73,3.2,3.73,3.53,5.13,3.93,5.53,3.67,4.13,1
Google_1_Shelia Chapman_19_oval.jpg,741,0,1,5.13,4.53,4.4,4.67,5.53,4.8,4.33,4.8,4.8,3.93,3.93,1
Google_1_Vivian Pender_7_oval.jpg,742,1,1,6.67,4.6,5.27,5.64,6.67,6.53,2.6,6.2,4.73,6.93,6.47,1
Brian_Friedrich_19_oval.jpg,743,1,1,5.47,4.67,6,4.67,5.13,4.2,5.07,3.8,3.53,4.2,4.67,0
Google_1_Susan Sanabria_9_oval.jpg,744,0,1,5.47,4.07,6.2,5,6.2,6,4.67,5.27,5.27,5.27,6.2,0
Google_1_Marjorie Derr_17_oval.jpg,745,0,1,7.6,3.6,6.6,7.33,7.13,7.13,3.47,6.13,4.93,6.47,6.27,0
Google_1_Stanley Stott_5_oval.jpg,746,1,1,6.27,2.4,6.67,7.07,6.87,6.73,2.6,7.07,4.93,7.07,6.47,1
Google_1_Marie Benner_3_oval.jpg,747,0,1,6.33,3.07,5.8,6.13,6.47,6.13,2.47,6.27,5.13,6.27,6.07,0
Google_1_Christopher Hayden_1_oval.jpg,748,1,1,6.2,4.53,6.27,5.27,5.4,5.8,3.53,5.53,5.87,6.27,6.07,0
Google_1_Jerry Deboer_7_oval.jpg,749,1,1,6.13,6.33,6.67,3.33,6,4.27,6.53,3.4,5.07,3.2,3.93,0
Google_1_Darlene Bourque_9_oval.jpg,750,0,5,5.8,4.2,5.6,5.4,5.87,6.33,3.07,6.6,5.13,7.33,7,0
Google_1_Kevin Fontaine_5_oval.jpg,751,1,1,6.53,3.4,5.87,6.47,5.13,5.6,2.87,6,5.27,7.07,6.33,0
Google_1_Todd Zambrano_3_oval.jpg,752,1,1,6.27,4.13,6,5.53,6.27,5.6,4.07,5.4,4.13,5.6,5.73,0
Google_1_Manuel Kain_5_oval.jpg,753,0,1,6.67,5.33,5.8,6.27,6.53,5.27,4.33,6.27,5.73,6.47,7,0
Google_1_Patrick Kornegay_14_oval.jpg,754,1,1,5.93,4.27,5.6,6.27,6.2,6.2,3.13,6.47,5,6.87,6.5,0
Google_1_Danny Bickerstaff_5_oval.jpg,755,0,1,5.67,3.4,6.8,6.2,6.6,6.4,3.13,6.53,5.73,5.87,6.53,0
Google_1_Janice Hartford_9_oval.jpg,756,0,1,6.21,4.57,6.5,6.43,6.5,5.93,3,6.21,4.07,6.29,7.07,0
Google_1_James Rome_9_oval.jpg,757,1,1,6.13,5.53,5.93,4.93,6.13,5.13,4,5.33,4.67,5.73,6.2,1
Google_1_Nicholas Cotter_15_oval.jpg,758,1,1,4.33,5.27,5,4.33,4.2,4.53,4.87,3.4,4.2,3.47,3.6,0
Google_1_Juan Cordova_9_oval.jpg,759,1,5,6.33,4.53,6.13,5.93,5.4,5.2,4.47,4.53,5.13,5.33,4.93,0
Google_1_Steven Dorris_5_oval.jpg,760,1,1,5.73,5.73,5.73,3.67,4.67,4.6,5.73,3.8,4.13,4.13,3.93,0
Google_1_Candace Danielson_17_oval.jpg,761,1,1,5.79,4.57,5.64,5.64,6.43,5.43,4.14,5.14,4.21,5.29,5.79,1
Google_1_Shelley Lund_13_oval.jpg,762,0,1,7,3.73,5.93,6.67,6.67,6.8,3,6.53,5.53,7.33,6.4,0
Google_1_Diana Rees_13_oval.jpg,763,0,1,5.13,3.93,5.07,6.47,5.6,6.2,2.73,5.67,5.27,6.4,5.93,0
Google_1_June Hicks_13_oval.jpg,764,0,1,6.6,2.27,6.13,7.13,6.67,7,2.87,7.13,5.53,6.6,6.33,0
Google_1_Gregory Argueta_5-oval.jpg,765,1,5,4.67,5.13,4.73,4.6,3.33,3.93,4.4,4.4,4.67,5,5.27,0
Google_1_Kevin Weinstein_9_oval.jpg,766,1,1,6.2,4.6,6.4,6.13,5.93,6,4.13,5.07,4.2,5.73,5.33,1
Brian_Mach_6_oval.jpg,767,1,1,5.86,4.5,5.36,5.36,5.93,5.86,4,5.43,4.71,6.14,5.64,0
Google_1_Julie Cathcart_1_oval.jpg,768,0,1,6.33,3,6.8,6.93,6.8,6.73,2.67,7,4.93,6.93,6.73,0
Google_1_Kristin Escamilla_1_oval.jpg,769,0,1,7,3.13,7,7.6,6.93,6.8,2.27,6.8,5.27,7.13,6.33,0
Google_1_Gregory Money_5_oval.jpg,770,1,1,4.8,4.13,5.53,5.33,5,5.8,3.13,5,5.07,6,6,0
Brian_Mach_1_oval.jpg,771,0,1,5.87,3.53,5.13,6.53,5.87,5.73,2.93,6.13,4.6,6.93,6,0
Google_1_Ana Brooker_9_oval.jpg,772,0,1,5.67,3.53,5.47,6.33,5.93,6.33,1.87,7.13,5.2,7.67,7.47,0
Google_1_Suzanne Woodcock_1_oval.jpg,773,0,1,5.87,3.87,6.07,6.27,6.6,6.2,3.07,6.27,5.27,6.27,6.4,0
Google_1_Leonard Shumpert_3_oval.jpg,774,1,2,4.4,5.33,4.2,3,3.93,3.47,6.53,3.73,4.8,3.87,4.2,0
Google_1_Janet Day_17_oval.jpg,775,0,1,5.93,4.2,6.27,5.4,5.73,6.13,3,6.47,5.8,6.47,7.07,0
Google_1_Ronald Barham_1_oval.jpg,776,1,2,5,5.07,4.21,3.64,4.29,4.21,5.71,2.86,4.43,3.29,3.21,0
Google_1_Nathan Batts_15_oval.jpg,777,0,3,6.33,3.93,6.93,6.07,6.13,6.27,2.8,6.07,5.33,6.6,6.2,0
Google_1_Paul Howse_5_oval.jpg,778,0,1,5.8,3.2,7.07,6.2,6.13,6.4,2.87,7.27,5.27,7.4,7.53,1
Google_1_Vicky Frey_8_oval.jpg,779,0,1,6.07,4.53,5.53,6.53,5.4,6.27,2.73,6.73,5.13,6.73,6.47,0
Google_1_Rachel Hope_12_oval.jpg,780,1,1,5.6,3.6,6.07,6.2,6.4,6.33,2.47,6.27,4.13,6.67,6.2,1
Google_1_Clarence Pare_3_oval.jpg,781,0,2,5.2,4,5.6,5.47,5.93,5.07,4.13,5.07,4.47,4.93,4.67,0
Google_1_Viola Aranda_9_oval.jpg,782,1,1,5.8,6.13,6.07,3.53,5.67,4.47,5.8,3.4,5.4,4.53,3.4,0
Google_1_Debbie Ma_9_oval.jpg,783,0,1,6.4,3.27,6.47,6.47,6.47,6.33,3.33,6.53,4.6,6.47,6.6,0
Google_1_Henry Gaona_5_oval.jpg,784,1,1,6.53,3.87,5.67,5.67,5.87,5.67,3.8,5.93,4.53,6.07,6,0
Google_1_Jeffrey Chao_3_oval.jpg,785,0,3,6.33,2.4,6.93,6.93,6.87,7.07,2.67,6.33,4.93,7.07,6.53,0
Ann_Siu_13_oval.jpg,786,0,1,4.73,3.53,5.47,6.07,5.87,6.4,2.8,6.13,5.2,6.13,6.33,0
Google_1_George Bickerstaff_19_oval.jpg,787,1,1,6.29,4.47,6,5.93,5.67,6,2.4,6.8,5.13,7.6,7.53,0
Google_1_Jennifer Tedesco_3_oval.jpg,788,0,1,6.73,4.2,5.8,6.33,6.07,5.6,3.87,6.6,6.27,7.47,7.6,0
Google_1_Jacob Gupton_5_oval.jpg,789,0,3,5,3.67,6.13,5.8,6.27,6.27,2.8,6.33,4.4,6.4,5.2,0
Google_1_Ann Rosenthal_13_oval.jpg,790,1,1,6,4,5.73,5.8,5.6,6.27,2.93,5.47,4.33,5.67,5.4,1
Brian_Shively_13_oval.jpg,791,1,1,5.07,3.47,6.07,6.13,6.07,5.27,3.4,6,5.53,6.4,5.87,1
Google_1_Deborah Mathison_19_oval.jpg,792,0,1,6.4,2.93,5.27,6,5.87,5.67,3.73,5.33,5.33,6.2,6.27,0
Google_1_Kevin Zimmerman_11_oval.jpg,793,1,3,5.73,4.53,5.53,5.53,5.47,5.4,3.73,5.47,5.4,6.07,6.2,0
Google_1_Iris Gause_3_oval.jpg,794,0,2,5.67,4.27,6,6.13,5.07,4.87,3.73,5.6,5.33,6.07,6.4,0
Google_1_Terry Otto_3_oval.jpg,795,0,1,5.67,4.2,5.67,6.13,6.13,5.67,2.4,6.47,6,6.87,6.4,1
Google_1_Ryan Espinosa_19_oval.jpg,796,1,5,5.6,4.07,5.87,4.93,6,5.4,4.13,4.73,3.73,4.87,5.07,0
Google_1_Louis Knopp_7_oval.jpg,797,0,1,6.13,2.87,6.6,7.07,6.53,6.6,3.6,6.07,5.2,6.07,6,0
Google_1_Mark Detwiler_9_oval.jpg,798,0,1,6.6,4.07,6.47,6.07,6.87,6.07,2.27,6.2,4.87,6.87,6.47,0
Google_1_Marsha Kaminsky_11_oval.jpg,799,1,1,6.33,4.47,6.57,5.4,6.73,6.53,3.73,5.6,4.2,5.73,5,1
Google_1_Shawn Orlando_1_oval.jpg,800,1,1,4.19,4.88,3.69,2.88,3.63,2.69,6.81,2.75,4.88,2.81,3.25,0
Google_1_Aaron Osuna_9_oval.jpg,801,1,1,4.63,5.38,4.38,2.44,2.94,2.63,6.88,2.94,4.94,2.81,3.13,1
Google_1_Timothy Rusk_11_oval.jpg,802,1,1,5.44,3.31,6.13,6.19,5.63,6.06,3.13,5.88,5,6.94,6.38,0
Google_1_Arthur Albright_5_oval.jpg,803,1,1,6.06,4.5,6.13,5.81,6,5.44,4.5,5,4.69,5.81,5.94,0
Google_1_Steve Westbrooks_3_oval.jpg,804,0,1,6.31,2.44,6.44,7.2,7.13,6.81,1.88,6.69,5.25,6.94,6.5,0
Google_1_Mark Smoot_13_oval.jpg,805,0,1,6.81,4.25,6.75,6.25,7.13,6.44,2.44,6.63,5.38,6.81,7,0
Google_1_Ronald Rey_3_oval.jpg,806,1,2,6.25,6.25,5.56,3.44,5.13,3.69,6.31,3.31,3.81,3.38,3.94,0
Google_1_Rodney Sandy_9_oval.jpg,807,1,2,6.88,3.75,6.19,6.63,6.13,6.13,2.69,7.19,5.13,7.75,8.13,1
Google_1_Larry Munoz_15_oval.jpg,808,1,1,5.27,5.6,5,4.2,4.87,4.07,6.07,3.47,4.33,3.87,4.07,0
Google_1_Peter Pickard_3_oval.jpg,809,1,1,5.25,3.69,6.06,5.25,6,4.88,3.63,4.81,4.13,5,4.81,1
Google_1_Carlos Melvin_11_oval.jpg,810,1,1,5.88,5.44,5.94,5.25,5.63,5.25,3.88,4.88,4.44,5.31,6,0
Google_1_Victor Thibodeaux_15_oval.jpg,811,0,1,3.94,5.13,5.13,3.88,4.13,4.13,3.63,3.53,4.13,3.38,3.75,0
Google_1_Christopher Casiano_15_oval.jpg,812,0,1,5.94,2.31,5.69,6.81,6.56,6.38,2.44,6.19,5.6,6.63,6.69,0
Google_1_Lisa Garrity_17_oval.jpg,813,0,1,6.88,2.56,6.8,7,6.81,7.13,2.44,6.5,5.5,7.31,6.88,0
Ann_Mullen_15_oval.jpg,814,1,1,5.81,5.25,4.5,4.5,4.63,4.13,4.31,5.38,5.25,5.81,5.5,0
Google_1_Vincent Fleenor_5_oval.jpg,815,1,1,6.44,3.31,6.38,6.38,6.19,6.25,2.94,6.75,5.5,7.69,7.56,1
Google_1_Lynda Dickenson_9_oval.jpg,816,0,1,5.81,3.13,5.88,6.75,6.75,6.81,1.81,7.19,4.88,6.94,6.81,0
Google_1_Vincent Eades_5_oval.jpg,817,0,1,6.38,4,5.75,7.06,6.25,6.25,2.31,6.38,4.81,7.06,7.06,0
Google_1_Ralph Rowlett_9_oval.jpg,818,1,1,7.25,5,6.25,6.25,6.75,6.13,3.88,5.69,5.44,7.06,7.13,1
Google_1_Roger Skelton_3_oval.jpg,819,0,1,6.47,3.19,6.44,6.75,6.44,6.31,2.75,6.5,4.5,6.56,6.25,1
Google_1_Maureen Hand_9_oval.jpg,820,1,1,6.94,3.38,6.25,7.06,6.31,6.31,4.19,6.25,5.63,7.56,7.5,0
Google_1_Richard Lemaster_15_oval.jpg,821,1,1,5.81,2.63,6.94,7,7.33,6.5,2.94,5.56,5.19,6.69,5.88,0
Google_1_Hannah Linville_7_oval.jpg,822,0,1,4.69,2.88,4.47,6.13,5.5,5.88,2.81,5.63,5.13,6.13,5.69,0
Google_1_Rebecca Dasilva_9_oval.jpg,823,0,1,6.44,2.81,5.63,6.56,6.56,6.31,2.63,6.75,6.13,7.63,7.25,1
Adam_Koester_6_oval.jpg,824,1,1,6.5,5,5.63,5,5.94,5.56,4.75,5.13,4.38,5.5,5.44,0
Google_1_Krista Escamilla_15_oval.jpg,825,1,1,6.63,3.88,5.94,6.25,6.06,6.25,3.13,6.38,5.38,7.2,7.27,0
Google_1_Matthew Steinbach_3_oval.jpg,826,1,1,5.94,4.44,5.5,5.81,5.25,4.94,4,5.75,4.5,6.13,6.31,0
Google_1_Louis Averill_5_oval.jpg,827,1,1,6.88,5.75,5.38,4.63,5.56,5.44,5.69,4.06,4.56,5,5.88,0
Google_1_Kenneth Rigsby_13_oval.jpg,828,0,3,6.25,2.44,6.88,7.25,6.69,6.81,2.38,6.63,5.38,6.94,6.31,1
Google_1_Earl Oh_5_oval.jpg,829,0,1,6.88,3.19,6.94,7.67,7,7.44,2.44,7.13,5.75,7.56,7.06,0
Google_1_Crystal Burg_9_oval.jpg,830,1,6,7.13,4.5,6.88,5.94,6.69,5.63,3.06,6.25,5,6.81,6.25,0
Google_1_Grace Diamond_17_oval.jpg,831,1,1,5.69,3.63,6.06,6.56,6.75,6.13,3.44,6.56,4.69,7,6.38,0
Google_1_Theresa Greenlee_15_oval.jpg,832,0,1,6.5,4.06,6.56,5.5,6.44,5.75,4.13,5.06,4.31,5.5,5.13,0
Google_1_Irma Duckworth_7_oval.jpg,833,1,1,5.69,4.56,5.81,5.94,5.06,5.88,3.44,5.44,4.25,5.75,5.13,0
Google_1_Stanley Cornelius_3_oval.jpg,834,1,1,5.75,4.25,5.88,5,6.63,5.69,4.13,4.38,4.63,4.69,5.06,0
Google_1_William Behrens_3_oval.jpg,835,1,5,6.27,4.6,5.4,5.47,5.67,5.27,5.6,4.53,4.2,5.6,5.8,0
Google_1_Gary Sartain_9_oval.jpg,836,1,1,3.13,3.38,4.81,3.69,4.13,3.63,4.88,3.38,4.94,2.63,2.81,0
Google_1_Fred Prater_3_oval.jpg,837,1,1,6.69,3.94,6.19,6.75,6.38,6.75,2.56,6.31,4.69,6.63,6.19,1
Google_1_Becky Deboer_5_oval.jpg,838,0,1,6.27,3.4,6.07,7.2,6.47,6.6,2.87,6.13,5.13,7.07,7,0
Google_1_Paul Bautista_7_oval.jpg,839,1,1,6,5.27,6,4.75,5.63,5.5,4.56,4.19,4.31,4.88,4.63,0
Google_1_Latoya Hinds_9_oval.jpg,840,0,2,4.69,4.88,4.44,3.44,4.25,4,5.81,3.69,5.69,2.88,3.44,0
Google_1_Amanda Hooten_17_oval.jpg,841,1,1,7.27,4.27,5.93,6.6,4.8,5.2,2.53,5.93,5.53,8,8.07,0
Google_1_Kristin Dicks_19_oval.jpg,842,0,1,6.38,3.44,5.31,6.13,5.56,5.75,3.44,6.06,5,6.81,7.25,0
Google_1_Philip Diggs_7_oval.jpg,843,1,1,7.69,6,5.94,5.19,5.94,5.5,5.25,4.75,3.5,5,6.44,0
Google_1_Lorraine Byrd_9_oval.jpg,844,0,2,5.69,2.94,5.88,6.75,6.56,6.69,2,6.94,4.94,6.25,5.94,0
Google_1_Edith Newton_1_oval.jpg,845,1,2,6.56,3.13,7,7,7.44,6.75,2.81,6.81,5.25,7.13,6.31,1
Google_1_Glenda Colby_17_oval.jpg,846,1,6,7.13,5.07,6.4,5.27,5.27,5.07,4.2,5.4,4.93,6.07,6.2,1
Google_1_Jane Pepper_15_oval.jpg,847,0,1,5.31,5.44,5.56,4.13,5.63,4.56,5,4,5,4.13,3.94,0
Google_1_Stanley Kopp_13_oval.jpg,848,0,1,7.44,3.94,6.44,6.94,6.56,6.19,3.38,6.13,5.44,7.06,7.63,0
Amanda_Denning_9_oval.jpg,849,0,1,5.06,3.94,4.5,4.19,4.75,4.19,3.63,4.75,5.19,5.5,5.31,0
Google_1_Loretta Hinz_15_oval.jpg,850,1,1,7.06,4.69,6.75,6.25,6.81,6.13,3.63,5.63,3.56,6.31,6.88,1
Google_1_Victor Flood_3_oval.jpg,851,1,1,6.63,5.81,6.13,4.19,5.69,4.69,5.25,3.63,4.31,3.81,4.5,0
Google_1_Shawn Schuster_15_oval.jpg,852,1,1,5.75,5.13,5.25,4.63,5.13,4.69,5.56,3.75,3.13,3.94,3.93,0
Google_1_Jeff Martindale_9_oval.jpg,853,1,1,6.69,3.88,6.75,6.75,6.75,6.38,3.19,6.44,4.94,7.07,6.69,0
Google_1_Jennie Conn_3_oval.jpg,854,0,1,6.44,3,6.5,7.63,6.44,7,2.25,7,6.19,7.56,6.81,0
Google_1_Nicholas Constantine_3_oval.jpg,855,1,1,6.88,4.06,6.13,5.94,6.44,6.38,2.5,6.31,4.63,6.75,6.56,0
Google_1_Craig Zajac_17_oval.jpg,856,1,1,7.5,6.06,7,4.81,5.94,5,5.31,4.56,3.88,4.8,4.81,0
Google_1_Russell Gillam_11_oval.jpg,857,0,1,6.5,3.19,6.31,6.81,6.94,6.38,2.5,6.5,5.5,6.88,7.2,0
Google_1_Jimmy Creech_15_oval.jpg,858,0,1,5.06,2.94,5.25,5.88,6.38,5.94,3.19,5.69,4.5,5.63,5.44,0
Google_1_Marsha Mauldin_5_oval.jpg,859,1,1,5.75,4.44,5.73,5,5.5,5.44,5.25,4,4.13,4.5,4.31,0
Google_1_Marian Ellington_11_oval.jpg,860,0,1,4.86,2.14,5.57,6.64,6.14,6.29,2.43,6.57,4.57,6.79,5.5,0
Arthur_Josey_7_oval.jpg,861,0,1,6.75,4.38,6.5,6.63,6.69,6.5,2.38,6.81,5.06,7.5,7.13,0
Google_1_Patrick Guertin_5_oval.jpg,862,1,1,5.33,3.33,5.47,5.33,5.47,5.67,4.07,5.64,4.47,6.33,5.73,0
Google_1_Ryan Welton_1_oval.jpg,863,1,1,5.56,3.19,5.69,5.63,5.63,5.63,4.56,5.06,4.63,5.31,5.6,0
Google_1_Rachel Hollingshead_52_oval.jpg,864,0,1,5.81,2.38,5.94,6.88,6,6,2.81,6.47,5.31,7,5.56,0
Google_1_Lawrence Holman_9_oval.jpg,865,1,1,6.19,3.69,6.06,6,6.5,6.13,2.19,6.13,4.5,6.81,6.44,0
Google_1_Laura Trinidad_1_oval.jpg,866,0,1,7.19,3.25,6.88,6.81,6.88,7.06,2.81,6.5,5.25,7.25,7.44,0
Google_1_Roxanne Sales_13_oval.jpg,867,0,1,5.38,3.19,6.19,6.19,6.38,5.94,1.75,6.63,4.88,6.19,5.94,0
Google_1_Catherine Stinnett_9_oval.jpg,868,0,1,7.13,3.13,6.69,7.44,6.56,7,3.44,6.75,5.63,7.5,7.13,0
Google_1_Chad Lacombe_19_oval.jpg,869,1,1,7.06,3.56,6.5,6.19,6.56,6,3.63,5.81,3.88,6.75,6.75,1
Google_1_Karla Harlow_16_oval.jpg,870,0,1,6.07,2.93,6.6,6.53,7.07,6.93,2.67,6.8,5.6,7.6,7.33,0
Google_1_Carl Cosgrove_1_oval.jpg,871,1,1,7.5,7.13,6.19,4.13,5.69,4.93,4.44,4.94,3,5,5.69,0
Google_1_Ramona Thornburg_1_oval.jpg,872,0,1,7,3.5,6.63,7.25,6.94,6.94,3.13,6.44,5.69,7.31,6.94,0
Google_1_Vickie Muldoon_17_oval.jpg,873,0,5,6.88,3.94,6.44,6,6.5,6.13,2.88,6.5,4.5,6.69,7,0
Google_1_Faye Work_9_oval.jpg,874,0,2,6.44,3.31,6.13,6.88,6.63,6.56,2.31,7.25,4.69,7.88,7.69,0
Google_1_Paul Zeigler_18_oval.jpg,875,1,1,6.56,4.44,6.19,6.31,6.56,6.31,3.06,5.75,4.63,6.5,6.69,0
Allen_Strain_13_oval.jpg,876,1,1,7.06,4.63,5.81,7,6.44,6.38,4,6,5,6.75,6.88,1
Google_1_Adam Sanborn_15_oval.jpg,877,1,1,4.19,4.94,5.56,3.31,3.94,3.75,5.31,2.94,3.5,2.56,2.56,1
Google_1_Florence Melton_1_oval.jpg,878,0,1,6.38,4.06,5.13,6.13,5.63,5.63,3.88,5.75,5.5,6,6.88,0
Google_1_Benjamin Mcshane_15_oval.jpg,879,1,1,6.31,6.25,6.31,2.94,5.06,4.19,5.88,3.69,3.63,3.56,3.56,0
Google_1_Richard Mcguire_19_oval.jpg,880,1,1,5.63,4.19,6.69,5.19,6.38,5.75,3.81,4.31,3.56,4.25,3.88,1
Google_1_Howard Hailey_7-oval.jpg,881,0,1,6.88,3.44,6.88,6.33,6.56,6.75,3.69,5.8,4.19,6,5.94,0
Google_1_Ronald Molloy_6_oval.jpg,882,1,1,7.38,6.44,6.69,3.81,6.63,4.63,5.63,4.06,3.38,4.13,5.56,0
Google_1_Tina Glaze_9_oval.jpg,883,0,1,6.33,3,6.33,7,6.4,6.87,2.13,6.67,5,7.33,6.87,0
Google_1_Teresa Birdwell_9_oval.jpg,884,1,1,6.19,3.94,6.63,6.5,6.63,6.06,3.38,5.56,5.19,6.19,6.56,0
Google_1_Jacquelyn Currier_15_oval.jpg,885,0,3,5.75,2.44,6.69,6.19,6.5,6.06,2.44,6.13,5.06,7,6.31,0
Google_1_Peter Alfred_1_oval.jpg,886,1,1,6.13,5.69,5.25,3.75,4.88,4.56,5.38,3.81,4,3.94,4.25,0
Google_1_Mark Houser_17_oval.jpg,887,1,1,7,5.67,7.13,4.47,6.8,5.07,6.27,3.8,2.4,3.6,4.13,0
Google_1_Shelia Olinger_11_oval.jpg,888,0,1,6.94,2.44,6.63,7.94,7.06,6.87,1.88,7.38,5.88,7.94,7.67,1
Google_1_Lynda Lheureux_3_oval.jpg,889,0,1,7.06,2.94,6.38,7.06,6.69,6.44,2.69,6.94,5.88,8.13,7.06,0
Google_1_Kathleen Guimond_7_oval.jpg,890,1,1,5.13,4.53,4.6,4.8,5.67,5,4.6,5.13,4.33,5.13,4.93,1
Google_1_Bryan Gleason_19_oval.jpg,891,0,1,6.56,2.75,6.31,7.19,6.56,6.69,2.44,6.81,5.69,7.13,6.88,1
Google_1_Gary Scheffler_3_oval.jpg,892,1,1,6.5,5.75,5.75,4.19,5.38,4.69,5,5.25,4.38,5.13,4.75,1
Google_1_Sheri Strait_5_oval.jpg,893,0,1,6.38,2.94,6.5,7.06,6.75,6.63,2.81,6.5,4.75,6.94,7.06,0
Google_1_Joshua Veilleux_15_oval.jpg,894,1,1,5.56,3.44,6.06,6,5.38,5.5,2.75,6.31,4.75,7,6.31,0
Google_1_Janice Western_19_oval.jpg,895,0,1,5.63,4.69,6.38,4.44,6.06,5.38,4.38,4.75,4.63,4.94,5.63,0
Bobby_Funderburk_1_oval.jpg,896,1,2,7.38,4.81,7,6,7,6.19,4.38,5.56,3.88,6.69,6.63,0
Google_1_Theresa Oshea_5_oval.jpg,897,0,1,5.38,3.31,6.13,6.63,5.88,5.88,3,5.88,5.06,6.81,6.31,1
Ernest_Mansell_1_oval.jpg,898,1,1,6.13,5.44,5.38,4.31,5.81,5.31,5.5,4.38,4.06,4.56,4.81,0
Google_1_Dale Sass_1_oval.jpg,899,1,1,6.63,3.56,6.38,6.94,6.06,5.94,2.44,6.25,3.88,6.94,6.88,0
Google_1_Adam Khan_3_oval.jpg,900,1,6,6,4.07,6.6,5.53,6,6,4.13,5.07,4.8,5.8,5.33,0
